1454,13513184;-0,51401365
1454,13916016;-0,51562500
1454,14306641;-0,51562500
1454,14697266;-0,51562500
1454,15100098;-0,51804197
1454,15551758;-0,51723635
1454,15905762;-0,51562500
1454,16308594;-0,51562500
1454,16748047;-0,51562500
1454,17126465;-0,51723635
1454,17517090;-0,51884758
1454,17907715;-0,51884758
1454,18322754;-0,51884758
1454,18725586;-0,51884758
1454,19116211;-0,51884758
1454,19506836;-0,51884758
1454,19897461;-0,51884758
1454,20300293;-0,52126467
1454,20703125;-0,52207029
1454,21105957;-0,52207029
1454,21496582;-0,52126467
1454,21911621;-0,52207029
1454,22326660;-0,52207029
1454,22705078;-0,52287591
1454,23107910;-0,52207029
1454,23510742;-0,52448726
1454,23913574;-0,52529299
1454,24291992;-0,52529299
1454,24694824;-0,52690423
1454,25122070;-0,52770996
1454,25500488;-0,52851558
1454,25915527;-0,53012693
1454,26293945;-0,53012693
1454,26721191;-0,53415525
1454,27111816;-0,53657222
1454,27502441;-0,53818357
1454,27893066;-0,53818357
1454,28320313;-0,53898919
1454,28710938;-0,53898919
1454,29101563;-0,53898919
1454,29492188;-0,53979492
1454,29956055;-0,54140627
1454,30310059;-0,54140627
1454,30700684;-0,54301751
1454,31091309;-0,54301751
1454,31506348;-0,54543459
1454,31896973;-0,54543459
1454,32299805;-0,54624021
1454,32714844;-0,54785156
1454,33105469;-0,54785156
1454,33605957;-0,54946291
1454,33898926;-0,54946291
1454,34350586;-0,55107415
1454,34716797;-0,55349123
1454,35107422;-0,55429685
1454,35485840;-0,55429685
1454,35913086;-0,55429685
1454,36315918;-0,55590820
1454,36706543;-0,55751956
1454,37109375;-0,55993652
1454,37500000;-0,56074214
1454,37902832;-0,56235349
1454,38305664;-0,56235349
1454,38708496;-0,56396484
1454,39099121;-0,56396484
1454,39477539;-0,56557620
1454,39916992;-0,56638181
1454,40295410;-0,56879878
1454,40698242;-0,57202148
1454,41149902;-0,57363284
1454,41516113;-0,57524407
1454,41918945;-0,57685542
1454,42297363;-0,57685542
1454,42724609;-0,57766116
1454,43090820;-0,57604980
1454,43518066;-0,57363284
1454,43896484;-0,57121575
1454,44311523;-0,56799316
1454,44714355;-0,56396484
1454,45104980;-0,56074214
1454,45495605;-0,55429685
1454,45898438;-0,55107415
1454,46301270;-0,54462886
1454,46691895;-0,54060054
1454,47106934;-0,53254390
1454,47509766;-0,52770996
1454,47912598;-0,52126467
1454,48291016;-0,51562500
1454,48754883;-0,51079094
1454,49096680;-0,50595701
1454,49560547;-0,50273430
1454,49914551;-0,50031734
1454,50292969;-0,49951172
1454,50695801;-0,49790037
1454,51098633;-0,49548340
1454,51538086;-0,49306643
1454,51892090;-0,49145508
1454,52294922;-0,48903811
1454,52697754;-0,48662102
1454,53100586;-0,48500979
1454,53503418;-0,48339844
1454,53906250;-0,48339844
1454,54345703;-0,48259270
1454,54699707;-0,48098147
1454,55102539;-0,48017573
1454,55505371;-0,48259270
1454,55908203;-0,48178709
1454,56298828;-0,48178709
1454,56701660;-0,48017573
1454,57116699;-0,48017573
1454,57495117;-0,48017573
1454,57910156;-0,47775877
1454,58300781;-0,47775877
1454,58715820;-0,47775877
1454,59094238;-0,47856438
1454,59497070;-0,48017573
1454,59899902;-0,48017573
1454,60302734;-0,48017573
1454,60693359;-0,48098147
1454,61108398;-0,48098147
1454,61499023;-0,48259270
1454,61889648;-0,48339844
1454,63781738;-0,48581541
1454,63781738;-0,48903811
1454,63781738;-0,48984373
1454,63781738;-0,49064934
1454,63903809;-0,49306643
1454,64306641;-0,49628901
1454,64733887;-0,49951172
1454,65124512;-0,50273430
1454,65515137;-0,50434566
1454,65917969;-0,50595701
1454,66308594;-0,50837398
1454,66711426;-0,51159668
1454,67114258;-0,51240230
1454,67517090;-0,51401365
1454,67895508;-0,51723635
1454,68322754;-0,52045894
1454,68713379;-0,52207029
1454,69091797;-0,52207029
1454,69506836;-0,52368164
1454,69897461;-0,52448726
1454,71130371;-0,52529299
1454,71130371;-0,52851558
1454,71130371;-0,52851558
1454,71508789;-0,53093255
1454,71972656;-0,53254390
1454,72314453;-0,53173828
1454,72705078;-0,53496087
1454,73132324;-0,53657222
1454,73498535;-0,53898919
1454,73913574;-0,53979492
1454,74291992;-0,54060054
1454,74707031;-0,54140627
1454,75085449;-0,54301751
1454,75500488;-0,54624021
1454,75891113;-0,54785156
1454,76306152;-0,55107415
1454,76708984;-0,55268550
1454,77099609;-0,55349123
1454,77490234;-0,55429685
1454,77905273;-0,55590820
1454,78808594;-0,55751956
1454,78808594;-0,55913079
1454,79382324;-0,56074214
1454,79516602;-0,56235349
1454,80041504;-0,56315911
1454,80334473;-0,56315911
1454,80749512;-0,56557620
1454,81127930;-0,56718743
1454,81530762;-0,56718743
1454,81896973;-0,56960452
1454,82299805;-0,57041013
1454,82702637;-0,57202148
1454,83105469;-0,57363284
1454,83508301;-0,57685542
1454,83898926;-0,57927239
1454,84313965;-0,58168948
1454,84704590;-0,58571780
1454,85107422;-0,58491206
1454,85485840;-0,58894038
1454,85913086;-0,59055173
1454,86303711;-0,59135735
1454,86694336;-0,59135735
1454,87109375;-0,59296870
1454,87500000;-0,59377444
1454,87915039;-0,59619141
1454,88293457;-0,59780276
1454,88696289;-0,59860837
1454,89111328;-0,59941399
1454,89501953;-0,60183108
1454,89904785;-0,60263669
1454,90307617;-0,60424805
1454,90710449;-0,60666502
1454,91101074;-0,60827637
1454,91503906;-0,60908198
1454,91894531;-0,60908198
1454,92309570;-0,61149895
1454,92700195;-0,61230469
1454,93103027;-0,61391604
1454,93493652;-0,61552727
1454,95324707;-0,61874998
1454,95324707;-0,62116694
1454,95324707;-0,62197268
1454,95324707;-0,62358391
1454,95507813;-0,62438965
1454,95922852;-0,62438965
1454,96337891;-0,62519526
1454,96728516;-0,62519526
1454,97131348;-0,62358391
1454,97509766;-0,62277830
1454,97900391;-0,62197268
1454,98303223;-0,61794436
1454,98706055;-0,61311030
1454,99096680;-0,60908198
1454,99499512;-0,60424805
1454,99890137;-0,59941399
1455,00305176;-0,59458005
1455,00708008;-0,58894038
1455,01098633;-0,58330071
1455,01501465;-0,58007813
1455,01928711;-0,57604980
1455,02319336;-0,57041013
1455,02722168;-0,56718743
1455,03100586;-0,56396484
1455,03515625;-0,56074214
1455,03918457;-0,55751956
1455,04309082;-0,55429685
1455,04699707;-0,55349123
1455,05114746;-0,55107415
1455,05505371;-0,54865718
1455,05908203;-0,54543459
1455,06298828;-0,54462886
1455,06701660;-0,54462886
1455,07104492;-0,54462886
1455,07507324;-0,54382324
1455,07897949;-0,54301751
1455,08300781;-0,54221189
1455,08703613;-0,54221189
1455,09094238;-0,54221189
1455,09497070;-0,54140627
1455,09924316;-0,53979492
1455,10314941;-0,53898919
1455,10693359;-0,53818357
1455,11108398;-0,53818357
1455,11499023;-0,53657222
1455,11962891;-0,53496087
1455,12304688;-0,53737795
1455,12707520;-0,53737795
1455,13098145;-0,53818357
1455,13513184;-0,53818357
1455,13916016;-0,54060054
1455,14306641;-0,54060054
1455,14697266;-0,53979492
1455,15100098;-0,54221189
1455,15502930;-0,54382324
1455,15893555;-0,54624021
1455,16296387;-0,54946291
1455,16699219;-0,55107415
1455,17089844;-0,55268550
1455,17492676;-0,55590820
1455,17919922;-0,55751956
1455,18322754;-0,56154788
1455,18713379;-0,56396484
1455,19128418;-0,56879878
1455,19519043;-0,57121575
1455,19921875;-0,57524407
1455,20324707;-0,57685542
1455,20727539;-0,57685542
1455,21105957;-0,57846677
1455,21508789;-0,58088374
1455,21899414;-0,58330071
1455,22290039;-0,58571780
1455,22705078;-0,58652341
1455,23107910;-0,58894038
1455,23498535;-0,59135735
1455,23901367;-0,59296870
1455,24291992;-0,59296870
1455,24707031;-0,59458005
1455,25097656;-0,59377444
1455,25500488;-0,59296870
1455,25891113;-0,59135735
1455,26293945;-0,59135735
1455,26684570;-0,59135735
1455,27087402;-0,59135735
1455,27514648;-0,59296870
1455,27893066;-0,59216309
1455,28320313;-0,59216309
1455,28698730;-0,59458005
1455,29113770;-0,59458005
1455,29516602;-0,59619141
1455,29907227;-0,59619141
1455,30322266;-0,59538567
